startdate,enddate,status,ipaddress,progress,duration_in_seconds,finished,recordeddate,responseid,recipientlastname,recipientfirstname,recipientemail,externalreference,locationlatitude,locationlongitude,distributionchannel,userlanguage,consent,q26_browser,q26_version,q26_operating_system,q26_resolution,qid54_first_click,qid54_last_click,qid54_page_submit,qid54_click_count,real_imaginary,initials_box,describe,feelings_youalone,feelings_bothyoufirst,feelings_themalone,feelings_boththemfirst,feelings_neither,feelings_youaloneforgiven,feelings_do_1,feelings_do_2,feelings_do_3,feelings_do_4,feelings_do_5,feelings_do_6,feelings_exp,outcome_binary1,outcome_binary1_do_1,outcome_binary1_do_2,outcome_binary2,outcome_binary2_do_1,outcome_binary2_do_2,blame_1,attention_1,attention_1_text,attention_2,attention_2_text,attention_3,attention_3_text,target_sex,target_sex_3_text,sex,sex_3_text,age,comments,maincontrol,passedattn,lottery_draw,winner,initials,respondent_id,duration_sec,passedattn_raw,attention_text_raw,attention_text_std,attention_pass_rebuilt,attention_pass_supplied,attention_match,attention_pass,flag_unfinished,flag_attention_fail,flag_missing_main,flag_age_implausible,flag_clickthrough_comment,include_primary,include_strict,self_blame_c,mutual_order_pref,mutual_avg,unilateral_avg,scenario_type,real_conflict,binary1_choice,binary2_choice
2021-01-27T12:12:42Z,2021-01-27T12:18:35Z,IP Address,50.237.5.2,100,352,TRUE,2021-01-27T12:18:35Z,R_1OOE61GORoVMF3d,NA,NA,NA,NA,41.888198852539,-87.6164016723632,anonymous,EN,AGREE,Chrome,87.0.4280.141,Macintosh,1280x800,39.915,41.224,42.012,2,I have thought of a real argument/conflict from my life where this is true,MP,My colleague and I disagreed on the degrees of prioritization in implementing a project.,-13,12,-23,21,-30,-7,4,1,3,2,5,6,"I always feel worse when I am still harboring negative feelings versus the other person still harboring negative feelings. When the other person apologizes first, as long as it's sincere, I feel like they understand my viewpoint.","I apologize first, then ${e://Field/initials} apologizes.",2,1,"I apologize first, but ${e://Field/initials} does not apologize after that.",1,2,54,NA,NA,NA,NA,NA,banana,Female,NA,Female,NA,29,NA,showConsentOn showAttnOn,yes,27,0,MP,R_1OOE61GORoVMF3d,352,yes,banana,banana,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,4,9,16.5,-18,real,1,self_first_mutual,self_only
2021-01-27T12:12:38Z,2021-01-27T12:18:42Z,IP Address,69.245.178.136,100,363,TRUE,2021-01-27T12:18:42Z,R_3CHIMCYzzRNDJhL,NA,NA,NA,NA,41.8919982910156,-87.6416015625,anonymous,EN,AGREE,Chrome,87.0.4280.67,Macintosh,1440x900,40.286,40.286,42.922,1,I have thought of a real argument/conflict from my life where this is true,DB,"After completing AP for the company, I mailed a check to a destination when I wasn't supposed to. DB was extremely upset because she was in charge of making sure that check got to where it needed to go. Nobody told me to treat that check any differently than the others, so I didn't give it to her to handle.",-30,4,-27,17,-23,-30,2,3,5,1,4,6,NA,"I apologize first, then ${e://Field/initials} apologizes.",1,2,Neither I nor ${e://Field/initials} apologizes.,1,2,45,NA,NA,NA,NA,NA,banana,Female,NA,Female,NA,28,NA,showConsentOn showAttnOn,yes,47,0,DB,R_3CHIMCYzzRNDJhL,363,yes,banana,banana,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,-5,13,10.5,-28.5,real,1,self_first_mutual,neither
2021-01-27T12:12:40Z,2021-01-27T12:18:54Z,IP Address,137.83.250.144,100,373,TRUE,2021-01-27T12:18:54Z,R_3ETfgmPWW135fiC,NA,NA,NA,NA,39.048095703125,-77.472801208496,anonymous,EN,AGREE,Chrome,88.0.4324.104,Windows NT 6.3,1920x1080,42.372,42.372,43.305,1,I have thought of a real argument/conflict from my life where this is true,MS,Disagreement on strategy and direction with a certain customer.,-20,-10,-30,-20,-10,-30,1,2,4,5,3,6,I'd want to apologize first but it would still pain me to know I wasn't at majority of fault to apologize first.,"I apologize first, then ${e://Field/initials} apologizes.",2,1,Neither I nor ${e://Field/initials} apologizes.,2,1,40,NA,NA,NA,NA,NA,banana,Male,NA,Male,NA,30,"I will always look internally for what I could have done better, but I also expect that out of others. Granted, if MS is to apologize and truly reflect I would be much more satisfied and believe it would strengthen our relationship. I tend to lean into conflict as I see it as an opportunity to strengthen the relationship rather than deteriorate it.",showConsentOn showAttnOn,yes,39,0,MS,R_3ETfgmPWW135fiC,373,yes,banana,banana,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,-10,-10,-15,-25,real,1,self_first_mutual,neither
2021-01-27T12:13:41Z,2021-01-27T12:19:05Z,IP Address,165.225.208.244,100,323,TRUE,2021-01-27T12:19:05Z,R_1Cfpswb0QXwsb0G,NA,NA,NA,NA,43.642593383789,-79.4001998901367,anonymous,EN,AGREE,Edge,18.183630000000001,Windows NT 10.0,1920x1200,49.624,49.624,52.438,1,I have thought of a real argument/conflict from my life where this is true,MD,"We were wrong in some of our phone testing, but the building was also experiencing a lot of user error and not admitting it",9,30,-21,30,-2,-7,3,1,5,4,2,6,n/a,"I apologize first, then ${e://Field/initials} apologizes.",2,1,"I apologize first, but ${e://Field/initials} does not apologize after that.",2,1,51,NA,NA,NA,NA,NA,banana,Female,NA,Male,NA,28,NA,showConsentOn showAttnOn,yes,40,0,MD,R_1Cfpswb0QXwsb0G,323,yes,banana,banana,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,0,30,-6,real,1,self_first_mutual,self_only
2021-01-27T12:12:38Z,2021-01-27T12:19:14Z,IP Address,76.16.36.127,100,395,TRUE,2021-01-27T12:19:15Z,R_ZKKTKeRlmIFd5Qt,NA,NA,NA,NA,41.9214935302734,-87.6445999145507,anonymous,EN,AGREE,Safari iPhone,14.0.2,iPhone,414x896,4.448,65.234,68.217,9,I have thought of a real argument/conflict from my life where this is true,HC,HC thought we were deliberately leaving her out by leaving her behind at a red light. We did not realize she was following us and did not know where she was going without us. We also didn’t know she couldn’t text or call because she was on another call.,-5,26,-6,27,-20,5,3,4,5,2,1,6,NA,"I apologize first, then ${e://Field/initials} apologizes.",1,2,"I apologize first, but ${e://Field/initials} does not apologize after that.",1,2,39,NA,NA,NA,NA,NA,Banana,Female,NA,Female,NA,30,This conflict happened in an environment that was already tense due to clashing personalities/work styles.,showConsentOn showAttnOn,yes,10,0,HC,R_ZKKTKeRlmIFd5Qt,395,yes,Banana,banana,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,-11,1,26.5,-5.5,real,1,self_first_mutual,self_only
2021-01-27T12:12:42Z,2021-01-27T12:19:17Z,IP Address,207.229.180.121,100,394,TRUE,2021-01-27T12:19:18Z,R_WksLSD9WfbhPNIJ,NA,NA,NA,NA,41.8710021972656,-87.6288986206054,anonymous,EN,AGREE,Safari,13.1.2,Macintosh,1440x900,57.543,57.543,60.892,1,I have thought of a real argument/conflict from my life where this is true,JB,"J.B - who is a in a higher position than I am - tried to push their way into a project that I was working on with someone else. They couldn't take any of the hints I was dropping about not taking them on, but they kept insisting. This only stopped when my supervisor, who is at the same rank as J.B, stepped in and took the blame on himself saying that he didn't want more people in the project. I feel like I could have been more direct and saved my supervisor from having to take on that responsibility.",-20,-10,-10,10,0,-30,4,1,3,5,2,6,"I did neutral for some because I would prefer not to have to even talk to them if possible, so it doesn't matter for me if we don't apologize to each other because it would mean I have to confront them again",Neither I nor ${e://Field/initials} apologizes.,2,1,Neither I nor ${e://Field/initials} apologizes.,1,2,19,NA,NA,NA,NA,NA,banana,Male,NA,Female,NA,26,NA,showConsentOn showAttnOn,yes,17,0,JB,R_WksLSD9WfbhPNIJ,394,yes,banana,banana,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,-31,20,0,-15,real,1,neither,neither
2021-01-27T12:12:52Z,2021-01-27T12:19:18Z,IP Address,68.84.176.5,100,385,TRUE,2021-01-27T12:19:18Z,R_vYWE7gCy9xrbATn,NA,NA,NA,NA,43.0213012695312,-85.6063995361328,anonymous,EN,AGREE,Chrome,88.0.4324.96,Macintosh,1440x900,93.161,93.161,98.356,1,I have thought of a real argument/conflict from my life where this is true,mr,"I wanted to advance our marketing strategy and got some things in motion; Afterwards, I looped in marketing team (should have done it before not after - my fault).  At a meeting, they were quite rude  that they had not been previously made aware of our needs.  Then when I asked for a strategic plan they kept referring to doing a roadmap and I asked for clarification and never got it.",-30,11,20,30,-20,1,5,1,2,3,4,6,NA,Neither I nor ${e://Field/initials} apologizes.,1,2,Neither I nor ${e://Field/initials} apologizes.,2,1,40,NA,NA,NA,NA,NA,banana,Male,NA,Female,NA,45,NA,showConsentOn showAttnOn,yes,42,0,mr,R_vYWE7gCy9xrbATn,385,yes,banana,banana,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,-10,19,20.5,-5,real,1,neither,neither
2021-01-27T12:12:43Z,2021-01-27T12:19:18Z,IP Address,198.54.106.26,100,395,TRUE,2021-01-27T12:19:18Z,R_A6Zu0rorxHYhIBP,NA,NA,NA,NA,41.888198852539,-87.6164016723632,anonymous,EN,AGREE,Chrome,87.0.4280.141,Windows NT 10.0,1680x1050,48.243,48.243,49.934,1,I have thought of a real argument/conflict from my life where this is true,JC,JC had rules that applied to everyone but her. She was a manager but did not operate like one. She did not want to be held accountable to anyone. The conflict was that she heard that she was not available to me for questions when I started my new job; she was very offended. She also did not understand why I wanted to go to the NY office for onboarding.,-30,11,0,21,-21,-10,3,1,4,2,5,6,NA,Neither I nor ${e://Field/initials} apologizes.,2,1,Neither I nor ${e://Field/initials} apologizes.,1,2,9,NA,NA,NA,NA,NA,banana,Female,NA,Female,NA,50,NA,showConsentOn showAttnOn,yes,14,0,JC,R_A6Zu0rorxHYhIBP,395,yes,banana,banana,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,-41,10,16,-15,real,1,neither,neither
2021-01-27T12:12:46Z,2021-01-27T12:19:19Z,IP Address,63.139.68.84,100,392,TRUE,2021-01-27T12:19:20Z,R_3PhRuMLpU5sBRM9,NA,NA,NA,NA,41.8018035888671,-87.5992965698242,anonymous,EN,AGREE,Chrome,88.0.4324.96,Macintosh,1680x1050,84.682,84.682,85.794,1,I have thought of a real argument/conflict from my life where this is true,FY,"We were working on a research project together. She was my PI and I was the first author. We disagreed about how the surveys should be constructed and how the results should be presented. I thought she was being too conclusive and exaggerating the findings, while she thought I was being too idealistic and not trusting her expertise enough.",-14,5,11,10,-6,-15,3,1,2,5,4,6,NA,"I apologize first, then ${e://Field/initials} apologizes.",2,1,"I apologize first, but ${e://Field/initials} does not apologize after that.",1,2,33,NA,NA,NA,NA,NA,banana,Female,NA,Male,NA,20,NA,showConsentOn showAttnOn,yes,12,0,FY,R_3PhRuMLpU5sBRM9,392,yes,banana,banana,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,-17,5,7.5,-1.5,real,1,self_first_mutual,self_only
2021-01-27T12:12:44Z,2021-01-27T12:19:23Z,IP Address,23.122.157.249,100,398,TRUE,2021-01-27T12:19:24Z,R_5tlX2wY5HSe2xLX,NA,NA,NA,NA,33.6748046875,-117.908905029296,anonymous,EN,AGREE,Chrome,87.0.4280.88,Macintosh,1440x900,33.426,33.426,37.95,1,I have thought of a real argument/conflict from my life where this is true,AW,"I wanted to make the engineering work simple for myself, as I was running against a deadline. I reached out to a corporate lawyer unilaterally to get permission. However, AW didn't like me doing this without gaining consensus with the team first.",-8,19,11,19,-8,9,3,2,1,5,4,6,Mutual apology would be good.,"I apologize first, then ${e://Field/initials} apologizes.",1,2,Neither I nor ${e://Field/initials} apologizes.,2,1,60,NA,NA,NA,NA,NA,banana,Male,NA,Male,NA,27,NA,showConsentOn showAttnOn,yes,13,0,AW,R_5tlX2wY5HSe2xLX,398,yes,banana,banana,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,10,0,19,1.5,real,1,self_first_mutual,neither
2021-01-27T12:12:53Z,2021-01-27T12:19:23Z,IP Address,73.168.32.56,100,389,TRUE,2021-01-27T12:19:25Z,R_27fbq5Sq2Fb0Kfw,NA,NA,NA,NA,41.9214935302734,-87.6445999145507,anonymous,EN,AGREE,Safari,14.0.2,Macintosh,1440x900,40.489,40.489,41.377,1,I have thought of a real argument/conflict from my life where this is true,AN,"Manager was a micromanager who didn't trust the work of his team and frequently set time-based work goals (i.e., working til 11 tonight rather than working til we get these discrete tasks finished). This created an environment where careful attention to detail and productivity were less important because you would have to re-do work anyway and the speed at which you completed work was irrelevant to finishing each workday.",-17,-5,-5,5,-13,-20,1,2,3,5,4,6,NA,"I apologize first, then ${e://Field/initials} apologizes.",1,2,"I apologize first, but ${e://Field/initials} does not apologize after that.",1,2,55,NA,NA,NA,NA,NA,banana,Male,NA,Male,NA,27,NA,showConsentOn showAttnOn,yes,37,0,AN,R_27fbq5Sq2Fb0Kfw,389,yes,banana,banana,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5,10,0,-11,real,1,self_first_mutual,self_only
2021-01-27T12:12:47Z,2021-01-27T12:19:32Z,IP Address,73.209.24.97,100,405,TRUE,2021-01-27T12:19:32Z,R_2qgalYmWM5Dtnij,NA,NA,NA,NA,41.888198852539,-87.6164016723632,anonymous,EN,AGREE,Chrome,88.0.4324.104,Windows NT 10.0,1920x1080,70.786,70.786,71.647,1,I have thought of a real argument/conflict from my life where this is true,ZS,ZS was my boss. ZS thought I wasn't pulling my weight anymore. I was incredibly disgruntled and overworked and felt set up for failure with how much he expected of me.,-30,-10,20,30,-30,-30,3,2,1,4,5,6,NA,"I apologize first, then ${e://Field/initials} apologizes.",1,2,Neither I nor ${e://Field/initials} apologizes.,1,2,20,NA,NA,NA,NA,NA,banana,Male,NA,Female,NA,28,NA,showConsentOn showAttnOn,yes,7,0,ZS,R_2qgalYmWM5Dtnij,405,yes,banana,banana,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,-30,40,10,-5,real,1,self_first_mutual,neither
2021-01-27T12:15:09Z,2021-01-27T12:19:32Z,IP Address,73.36.164.230,100,263,TRUE,2021-01-27T12:19:34Z,R_1jcvOpgQYYmOomi,NA,NA,NA,NA,41.8018035888671,-87.5992965698242,anonymous,EN,AGREE,Safari,14.0.2,Macintosh,1920x1080,43.056,43.056,44.986,1,I have thought of a real argument/conflict from my life where this is true,PH,"This person doesn't understand the priorities of our center. They feel entitled to own everything,",-30,11,4,12,-9,-30,1,5,3,2,4,6,NA,"I apologize first, then ${e://Field/initials} apologizes.",1,2,Neither I nor ${e://Field/initials} apologizes.,1,2,0,NA,NA,NA,NA,NA,banana,Female,NA,Male,NA,45,NA,showConsentOn showAttnOn,yes,36,0,PH,R_1jcvOpgQYYmOomi,263,yes,banana,banana,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,-50,1,11.5,-13,real,1,self_first_mutual,neither
2021-01-27T12:12:44Z,2021-01-27T12:19:37Z,IP Address,73.9.102.235,100,413,TRUE,2021-01-27T12:19:37Z,R_12uwCH32lRR4nNJ,NA,NA,NA,NA,41.8018035888671,-87.5992965698242,anonymous,EN,AGREE,Chrome,86.0.4240.193,Windows NT 10.0,1280x1024,54.887,54.887,55.842,1,I have thought of a real argument/conflict from my life where this is true,AC,"I was slow to turn in a page that was needed for our annual report. I knew the actual deadline was later than what I was given, and it wasn't my top priority, so I didn't respect the timeline I was given. I turned it in and went out of town. My boss got a complaint. Rather than asking me what happened she just railed at me. She got numerous facts wrong and accused me of doing a sloppy job and the document of having tons of errors. It did not. It was just late. She made up her mind about me prior to actual experience and conversation.",-30,20,-21,30,-30,-30,2,3,5,1,4,6,"I would feel terrible if no apologies were made, or if I never apologized. Because I did understand I had a part and didn't like it/felt guilt.","I apologize first, then ${e://Field/initials} apologizes.",1,2,Neither I nor ${e://Field/initials} apologizes.,2,1,25,NA,NA,NA,NA,NA,banana,Female,NA,Female,NA,38,NA,showConsentOn showAttnOn,yes,42,0,AC,R_12uwCH32lRR4nNJ,413,yes,banana,banana,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,-25,10,25,-25.5,real,1,self_first_mutual,neither
2021-01-27T12:13:04Z,2021-01-27T12:19:47Z,IP Address,73.44.233.166,100,403,TRUE,2021-01-27T12:19:47Z,R_1pM9FhsANR8zYEr,NA,NA,NA,NA,41.888198852539,-87.6164016723632,anonymous,EN,AGREE,Chrome,87.0.4280.141,Windows NT 10.0,1280x720,37.4,37.4,39.487,1,I have thought of a real argument/conflict from my life where this is true,KC,"We were working on content production for a client at an advertising agency. The project had been passed from one producer to a second one, since the first producer left the agency and we were going over the budget for the content production. We noticed in that meeting that the numbers didn't align and we seemed to have miraculously shaved ~30K off of the budget. We didn't understand how we had done it, but were happy to have some wiggle room. It turns out that as we walked through the budget, we didn't ask the right questions and had forgotten to budget for a whole video series that got lost in translation. We found ourselves scrambling ON SET to find extra budget and make this extra series. The argument led in who was responsible for noticing that lapse.",-30,20,-30,30,-10,-20,3,1,4,5,2,6,"To this day (this was four years ago) I still feel we were both to blame, but I ended up being reprimanded by our managers. If she didn't apologize, I would be extremely upset because I had harsher consequences, but we were both to blame for the mistake.","I apologize first, then ${e://Field/initials} apologizes.",1,2,"I apologize first, but ${e://Field/initials} does not apologize after that.",2,1,60,NA,NA,NA,NA,NA,banana,Female,NA,Female,NA,30,NA,showConsentOn showAttnOn,yes,8,0,KC,R_1pM9FhsANR8zYEr,403,yes,banana,banana,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,10,10,25,-30,real,1,self_first_mutual,self_only
2021-01-27T12:12:44Z,2021-01-27T12:19:49Z,IP Address,73.44.0.173,100,424,TRUE,2021-01-27T12:19:49Z,R_2xE1yatgftZbevD,NA,NA,NA,NA,41.7821044921875,-87.6045989990234,anonymous,EN,AGREE,Firefox,83,Macintosh,2560x1440,32.099,32.099,34.418,1,I have thought of a real argument/conflict from my life where this is true,RV,"committee work, I communicated with our boss about the status of our project, my counterpart chastised me for communicating (A) without checking with the committee, and (B) at all.  He was very angry; I was upset because he was angry",10,20,20,20,-5,20,3,1,2,4,5,6,NA,"I apologize first, then ${e://Field/initials} apologizes.",1,2,Neither I nor ${e://Field/initials} apologizes.,1,2,60,NA,NA,NA,NA,NA,banana,Male,NA,Male,NA,73,NA,showConsentOn showAttnOn,yes,19,0,RV,R_2xE1yatgftZbevD,424,yes,banana,banana,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,10,0,20,15,real,1,self_first_mutual,neither
2021-01-27T12:12:51Z,2021-01-27T12:20:23Z,IP Address,136.30.120.54,100,451,TRUE,2021-01-27T12:20:23Z,R_p6QGE8zYNW6CJ2h,NA,NA,NA,NA,41.8710021972656,-87.6288986206054,anonymous,EN,AGREE,Edge,88.0.705.50,Windows NT 10.0,1504x1003,17.996,39.813,41.054,2,I am imagining myself in a fictional situation where this is true (I can't think of one from my own life),PA,During an audit PA was consistently finishing with her audits and I was pushing her to remain on schedule,-6,20,-11,26,-18,-7,5,2,4,3,1,6,NA,"I apologize first, then ${e://Field/initials} apologizes.",2,1,"I apologize first, but ${e://Field/initials} does not apologize after that.",1,2,43,NA,NA,NA,NA,NA,banana,Female,NA,Female,NA,25,NA,showConsentOn showAttnOn,yes,29,0,PA,R_p6QGE8zYNW6CJ2h,451,yes,banana,banana,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,-7,6,23,-8.5,imagined,0,self_first_mutual,self_only
2021-01-27T12:12:42Z,2021-01-27T12:20:28Z,IP Address,98.206.147.184,100,466,TRUE,2021-01-27T12:20:30Z,R_T26HHaZWzroxDB7,NA,NA,NA,NA,41.8094940185546,-87.6521987915039,anonymous,EN,AGREE,Safari,14.0.2,Macintosh,3840x2160,71.948,71.948,73.665,1,I have thought of a real argument/conflict from my life where this is true,TLS,The colleague was having a terrible day and she misinterpreted the goals of a meeting I requested and said it was a waste of her time.  She was very upset at me and I interpreted her anger as being harsh so I became defensive and was disturbed by her anger.,-28,13,5,20,-26,-30,5,3,2,4,1,6,NA,"I apologize first, then ${e://Field/initials} apologizes.",2,1,"I apologize first, but ${e://Field/initials} does not apologize after that.",1,2,30,NA,NA,NA,NA,NA,banana,Female,NA,Female,NA,51,NA,showConsentOn showAttnOn,yes,17,0,TLS,R_T26HHaZWzroxDB7,466,yes,banana,banana,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,-20,7,16.5,-11.5,real,1,self_first_mutual,self_only
2021-01-27T12:12:46Z,2021-01-27T12:20:38Z,IP Address,73.246.184.159,100,471,TRUE,2021-01-27T12:20:38Z,R_1KejhxTVvCWMuut,NA,NA,NA,NA,41.613296508789,-87.0446014404296,anonymous,EN,AGREE,Chrome,88.0.4324.104,Windows NT 10.0,1920x1080,70.301,70.301,94.07,1,I have thought of a real argument/conflict from my life where this is true,KB,KB wanted to offer me a promotion contingent upon me not leaving the company in the next year to pursue higher education. I felt misled due to earlier conversations where the contingency was not discussed.,8,18,10,23,-20,-5,5,2,3,1,4,6,NA,"I apologize first, then ${e://Field/initials} apologizes.",1,2,"I apologize first, but ${e://Field/initials} does not apologize after that.",2,1,32,NA,NA,NA,NA,NA,banana,Female,NA,Female,NA,27,NA,showConsentOn showAttnOn,yes,8,0,KB,R_1KejhxTVvCWMuut,471,yes,banana,banana,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,-18,5,20.5,9,real,1,self_first_mutual,self_only
2021-01-27T12:12:40Z,2021-01-27T12:20:45Z,IP Address,76.75.11.149,100,484,TRUE,2021-01-27T12:20:46Z,R_2uCy8bWlBccC8rN,NA,NA,NA,NA,45.2846984863281,-111.368301391601,anonymous,EN,AGREE,Chrome,87.0.4280.141,Windows NT 10.0,1280x720,66.837,66.837,68.908,1,I have thought of a real argument/conflict from my life where this is true,DT,"Project update meeting where I received feedback from my supervisor on the quality of my teams output thus far. He was disappointed in it and mentioned it was not at a ""client ready"" level. I argued that he (and his supervisor) did not understand the evolution of the team's skills and the stage of our project so far. We were ramping up a brand new skill set and were about to reach an inflection point. they were judging WIP work as final though it was clearly not final, nor was it it meant to be yet.",-24,-21,-13,10,-24,-30,4,2,5,1,3,6,"Though an apology from both sides would matter to me, what would matter most is explicitly identifing the miscommunication - what assumptions we each made that drove at the argument -. Even if we both apologized, if there was no clear discussion about the common ground & differences, I would feel dissatisfied.","I apologize first, then ${e://Field/initials} apologizes.",1,2,Neither I nor ${e://Field/initials} apologizes.,1,2,30,NA,NA,NA,NA,NA,banana,Male,NA,Female,NA,30,NA,showConsentOn showAttnOn,yes,4,0,DT,R_2uCy8bWlBccC8rN,484,yes,banana,banana,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,-20,31,-5.5,-18.5,real,1,self_first_mutual,neither
2021-01-27T12:12:35Z,2021-01-27T12:21:00Z,IP Address,24.1.36.229,100,505,TRUE,2021-01-27T12:21:00Z,R_33kUsG7S3opMB8B,NA,NA,NA,NA,41.888198852539,-87.6164016723632,anonymous,EN,AGREE,Chrome,88.0.4324.104,Windows NT 10.0,1600x900,101.926,101.926,103.905,1,I have thought of a real argument/conflict from my life where this is true,KNR,"He did not work hard and focused on meaningless stuff, which irrelated me and affected us badly in terms of progress as a team.",-25,-10,-24,20,-30,-22,5,3,4,1,2,6,NA,"I apologize first, then ${e://Field/initials} apologizes.",2,1,"I apologize first, but ${e://Field/initials} does not apologize after that.",1,2,74,5,NA,4,NA,5,banana,Male,NA,Male,NA,31,NA,showConsentOn showAttnOn,yes,38,0,KNR,R_33kUsG7S3opMB8B,505,yes,banana,banana,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,24,30,5,-24.5,real,1,self_first_mutual,self_only
2021-01-27T12:14:53Z,2021-01-27T12:22:03Z,IP Address,73.6.250.72,100,430,TRUE,2021-01-27T12:22:04Z,R_3rOfClDLW3fidOW,NA,NA,NA,NA,29.7738037109375,-95.4059982299804,anonymous,EN,AGREE,Safari,14.0.2,Macintosh,768x1024,7.268,27.39,28.166,5,I have thought of a real argument/conflict from my life where this is true,HS,I gave a struggling colleague some friendly advice about taking more initiative at work. She refused to hear me out and our conflict escalated from there,-10,10,-10,20,-5,4,1,5,4,3,2,6,NA,"I apologize first, then ${e://Field/initials} apologizes.",1,2,"I apologize first, but ${e://Field/initials} does not apologize after that.",1,2,50,NA,NA,NA,NA,NA,Banana,Female,NA,Female,NA,30,NA,showConsentOn showAttnOn,yes,41,0,HS,R_3rOfClDLW3fidOW,430,yes,Banana,banana,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,10,15,-10,real,1,self_first_mutual,self_only
2021-01-27T12:12:44Z,2021-01-27T12:15:35Z,IP Address,50.237.5.2,29,171,FALSE,2021-01-29T10:27:34Z,R_3JHLY68Ud2uN2cF,NA,NA,NA,NA,NA,NA,anonymous,EN,AGREE,Safari,13.1,Macintosh,1440x900,50.424,50.424,51.8,1,I have thought of a real argument/conflict from my life where this is true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,showConsentOn showAttnOn,no,30,0,NA,R_3JHLY68Ud2uN2cF,171,no,NA,NA,NA,FALSE,NA,NA,TRUE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,real,1,NA,NA
2021-01-27T12:12:53Z,2021-01-27T21:15:35Z,IP Address,45.33.55.254,95,32562,FALSE,2021-01-29T10:27:34Z,R_6Xt4fh0PqT0A9Cp,NA,NA,NA,NA,NA,NA,anonymous,EN,AGREE,Chrome,87.0.4280.141,Macintosh,1680x1050,31.424,31.424,34.339,1,I have thought of a real argument/conflict from my life where this is true,M,"We had different plans, especially different ideal places, for a journey.",-17,-6,10,18,-13,11,2,1,3,4,5,6,NA,"I apologize first, then ${e://Field/initials} apologizes.",2,1,Neither I nor ${e://Field/initials} apologizes.,2,1,67,NA,NA,NA,NA,NA,banana,Female,NA,Female,NA,30,NA,showConsentOn showAttnOn,yes,35,0,M,R_6Xt4fh0PqT0A9Cp,32562,yes,banana,banana,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,24,6,-3.5,real,1,self_first_mutual,neither
